,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10759,Amagoushi no Yakata,Adventure,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
10760,Gochuumon wa Usagi Desu ka?? Wonderful Party!,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
10761,Amatsumi Sora ni! Kumo no Hatate ni,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
10762,Worldwide Soccer Manager 2007,Sports,Sega,0.0,0.02,0.0,0.0,0.02
10763,WorldShift,Strategy,Playlogic Game Factory,0.02,0.0,0.0,0.0,0.02
10764,Heavy Fire: The Chosen Few 3D,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02
10765,Agatha Christie's The ABC Murders,Adventure,Microids,0.01,0.01,0.0,0.0,0.02
10766,Arcana Famiglia 2,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02
10767,Arcana Famiglia: Vascello Phantasma no Majutsushi,Action,Comfort,0.0,0.0,0.02,0.0,0.02
10768,One Piece Mansion,Action,Capcom,0.01,0.01,0.0,0.0,0.02
10769,Omega Quintet,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02
10770,Uta no * Prince-Sama,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02
10771,Unreal Tournament 2004,Shooter,Atari,0.0,0.01,0.0,0.0,0.02
10772,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),Strategy,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10773,Pirates of the Burning Sea,Role-Playing,Koch Media,0.0,0.01,0.0,0.0,0.02
10774,IGT Slots: Lucky Larry's Lobstermania,Simulation,Masque Publishing,0.01,0.0,0.0,0.0,0.02
10775,Unreal Anthology,Shooter,Midway Games,0.0,0.02,0.0,0.0,0.02
10776,Pirates: Legend of the Black Buccaneer,Adventure,10TACLE Studios,0.01,0.01,0.0,0.0,0.02
10777,Date-A-Live Twin Edition: Rio Reincarnation,Action,Compile Heart,0.0,0.0,0.02,0.0,0.02
10778,Airport Simulator,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02
10779,Online Chess Kingdoms,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02
10780,Pirates PlundArrr,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02
10781,Uta Kumi 575,Misc,Sega,0.0,0.0,0.02,0.0,0.02
10782,Yume Neko DS,Simulation,Sega,0.0,0.0,0.02,0.0,0.02
10783,Akai Ito DS,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
10784,Ookami to Koushinryou: Omiowataru Kaze,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02
10785,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02
10786,Doki Majo Plus,Adventure,SNK Playmore,0.0,0.0,0.02,0.0,0.02
10787,Puzzle City,Puzzle,Destineer,0.02,0.0,0.0,0.0,0.02
10788,Nicktoons Collection: Game Boy Advance Video Volume 3,Misc,Unknown,0.01,0.01,0.0,0.0,0.02
10789,Higurashi Daybreak Portable Mega Edition,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
10790,UFO: Trilogy,Strategy,Unknown,0.0,0.02,0.0,0.0,0.02
10791,Warhammer Online: Age of Reckoning,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02
10792,IL-2 Sturmovik: Forgotten Battles,Simulation,Ubisoft,0.0,0.02,0.0,0.0,0.02
10793,My Hero: Doctor,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02
10794,Psychedelica of the Black Butterfly,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
10795,Kaleidoeve,Adventure,HuneX,0.0,0.0,0.02,0.0,0.02
10796,Uru: Ages Beyond Myst,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02
10797,Hakuoki: Shinkai - Furi no Shou,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
10798,Hakuoki: Shinkai - Hana no Shou,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10799,Detective Jinguuji Saburo: Ronde Revenge,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02
10800,Yuusha Shisu.,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
10801,Ore no Yome: Anata Dake no Hanayome,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10802,Pippa Funnell: Ranch Rescue,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02
10803,Dragon's Lair,Platform,Destineer,0.02,0.0,0.0,0.0,0.02
10804,Onechanbara Special,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
10805,Airline Tycoon,Simulation,Interplay,0.0,0.01,0.0,0.0,0.02
10806,Demigod,Strategy,Atari,0.0,0.02,0.0,0.0,0.02
10807,Demolition Company: Gold Edition,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02
10808,Davis Cup Tennis,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.02
10809,Urakata Hakuoki,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10810,Pulse Racer,Racing,Jaleco,0.01,0.0,0.0,0.0,0.02
10811,Usavichi: Game no Jikan,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10812,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02
10813,Puppet Show 3: Lost Town,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
10814,Order of War,Strategy,Square Enix,0.0,0.01,0.0,0.0,0.02
10815,Nurarihyon no Mago: Hyakki Ryouran Taisen,Fighting,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10816,Warriors of the Lost Empire (JP sales),Role-Playing,Mercury Games,0.0,0.0,0.02,0.0,0.02
10817,Mushishi: Amefuru Sato,Simulation,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
10818,Akatsuki no Goei Trinity,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
10819,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
10820,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10821,"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02
10822,Point Blank 3,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
10823,Higurashi no Naku Koro ni: Jan,Misc,AQ Interactive,0.0,0.0,0.02,0.0,0.02
10824,Nil Admirari no Tenbin: Teito Genwaku Toukidan,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10825,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,Misc,Plenty,0.0,0.0,0.02,0.0,0.02
10826,Guitar Freaks V3 & DrumMania V3,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10827,Zoey 101: Field Trip Fiasco,Action,THQ,0.02,0.0,0.0,0.0,0.02
10828,Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02
10829,Gummy Bears Magical Medallion,Platform,Storm City Games,0.02,0.0,0.0,0.0,0.02
10830,Night Wizard the Video Game: Denial of the World,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
10831,Planetarian: Chiisana Hoshi no Yume,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
10832,Okashi na Shima no Peter Pan: Sweet Never Land,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02
10833,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
10834,Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
10835,Ultraman Star Chronicles,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10836,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
10837,Pippa Funnell 2: Farm Adventures,Simulation,Ubisoft,0.0,0.01,0.0,0.0,0.02
10838,Gon: BakuBakuBakuBaku Adventure,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10839,Aria: The Origination ~Aoi Wakusei no El Cielo~,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
10840,Warship Gunner 2 Portable,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
10841,O.M.G. 26 - Our Mini Games,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02
10842,Are You Alice?,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10843,Zombie Hunters 2,Action,Essential Games,0.0,0.0,0.02,0.0,0.02
10844,Dream Dancer,Misc,Unknown,0.01,0.0,0.0,0.0,0.02
10845,UNO 52,Misc,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.02
10846,GunParade Orchestra: Midori no Shou,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
10847,Niko Puchi Girls Runway,Misc,Happinet,0.0,0.0,0.02,0.0,0.02
10848,Uchi no 3 Shimai DS,Misc,Culture Brain,0.0,0.0,0.02,0.0,0.02
10849,Uchuu Keiji Tamashii: The Space Sheriff Spirits,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10850,Ukiyo no Roushi,Action,Unknown,0.0,0.0,0.02,0.0,0.02
10851,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02
10852,Zoids Dash,Role-Playing,Tomy Corporation,0.0,0.0,0.02,0.0,0.02
10853,Nobunaga no Yabou: Soutensoku with Power-Up Kit,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
10854,Mushihimesama,Action,Cave,0.0,0.0,0.02,0.0,0.02
10855,Aria: The Natural ~Tooi Yume no Mirage~,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
10856,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02
10857,Zwei!!,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02
10858,Dream Chronicles,Adventure,Zoo Games,0.02,0.0,0.0,0.0,0.02
10859,Guitar Freaks & DrumMania: Masterpiece Gold,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10860,Hiiro no Kakera Portable,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10861,Nisenochigiri,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10862,Dream C Club: GoGo,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
10863,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,Action,5pb,0.0,0.0,0.02,0.0,0.02
10864,Dreamer Series: Horse Trainer,Simulation,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02
10865,Virtua Tennis: World Tour (jp sales),Sports,Sega,0.0,0.0,0.02,0.0,0.02
10866,Cocoto Magic Circus,Shooter,Neko Entertainment,0.02,0.0,0.0,0.0,0.02
10867,Combat Flight Simulator 3: Battle for Europe,Simulation,Microsoft Game Studios,0.01,0.01,0.0,0.0,0.02
10868,Ken to Mahou to Gakuen Mono. 2G,Role-Playing,Acquire,0.0,0.0,0.02,0.0,0.02
10869,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02
10870,Sega Ages 2500 Series Vol. 26: Dynamite Deka,Action,Sega,0.0,0.0,0.02,0.0,0.02
10871,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,Role-Playing,Sega,0.0,0.0,0.02,0.0,0.02
10872,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,Role-Playing,Sega,0.0,0.0,0.02,0.0,0.02
10873,The Cheetah Girls,Misc,Disney Interactive Studios,0.01,0.0,0.0,0.0,0.02
10874,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,Adventure,Russel,0.0,0.0,0.02,0.0,0.02
10875,Sengoku,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02
10876,Blazing Souls,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02
10877,Kensei: Sacred Fist,Fighting,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
10878,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Sports,Hudson Soft,0.0,0.0,0.02,0.0,0.02
10879,Seinaru Kana: Orichalcum no Na no Motoni,Action,CyberFront,0.0,0.0,0.02,0.0,0.02
10880,The Awakened Fate Ultimatum,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
10881,Seitokai no Ichizon: DS-suru Seitokai,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
10882,G1 Jockey Wii,Sports,Tecmo Koei,0.0,0.01,0.02,0.0,0.02
10883,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,Misc,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
10884,Meiji Toukyou Renka: Twilight Kiss,Action,Broccoli,0.0,0.0,0.02,0.0,0.02
10885,Meiji Toukyou Renka,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02
10886,Full House Kiss 2,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02
10887,Bomberman 2,Puzzle,Hudson Soft,0.0,0.01,0.0,0.0,0.02
10888,Kenka Bancho Otome,Action,Screenlife,0.0,0.0,0.02,0.0,0.02
10889,Ketsui Death Label,Shooter,Arika,0.0,0.0,0.02,0.0,0.02
10890,Memories Off: Yubikiri no Kioku,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
10891,Senjou no Waltz,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10892,Star Trek Online,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02
10893,Command & Conquer 4: Tiberian Twilight,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02
10894,SBK09 Superbike World Championship,Racing,Black Bean Games,0.0,0.01,0.0,0.0,0.02
10895,Ketsui: Kizuna Jigoku Tachi Extra,Shooter,5pb,0.0,0.0,0.02,0.0,0.02
10896,Memories Off: Sorekara Again,Adventure,KID,0.0,0.0,0.02,0.0,0.02
10897,Sengoku Efuda Yuugi: Hototogisu Ran,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02
10898,Memories Off 6: Next Relation,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
10899,Blender Bros.,Platform,Unknown,0.02,0.01,0.0,0.0,0.02
10900,Sengoku Otome: Legend Battle,Action,Unknown,0.0,0.0,0.02,0.0,0.02
10901,Memories Off #5: Encore,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02
10902,Memories Off: Yubikiri no Kikou,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
10903,Meitantei Evangelion,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02
10904,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10905,Blood Bowl: Legendary Edition,Sports,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02
10906,Serious Sam Advance,Shooter,Global Star,0.02,0.01,0.0,0.0,0.02
10907,Cold War,Shooter,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.02
10908,Tennis no Oji-Sama: Driving Smash! Side King,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10909,Meikyuu Cross Blood: Reloaded,Action,Unknown,0.0,0.0,0.02,0.0,0.02
10910,Tennis no Oji-Sama: Card Hunter,Strategy,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10911,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,Action,Takara,0.0,0.0,0.02,0.0,0.02
10912,Shin Sangoku Musou Online: Souten Ranbu,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
10913,Bomberman Fantasy Race,Racing,Virgin Interactive,0.01,0.01,0.0,0.0,0.02
10914,Neo Angelique,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
10915,Shinken de Watashi ni Koi Shinasai! R,Action,Minato Station,0.0,0.0,0.02,0.0,0.02
10916,Teenage Mutant Ninja Turtles Double Pack,Action,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02
10917,Code R,Adventure,Quintet,0.0,0.0,0.02,0.0,0.02
10918,Kimikare: New Semester,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
10919,Teddy Together,Simulation,Nintendo,0.0,0.02,0.0,0.0,0.02
10920,Technic Beat,Misc,Arika,0.01,0.01,0.0,0.0,0.02
10921,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10922,The Conveni 4,Simulation,Hamster Corporation,0.0,0.0,0.02,0.0,0.02
10923,The Crow: City of Angels,Action,Acclaim Entertainment,0.01,0.01,0.0,0.0,0.02
10924,Kazoku Keikaku,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02
10925,Sacred Gold,Role-Playing,Encore,0.0,0.02,0.0,0.0,0.02
10926,Bejeweled Blitz,Puzzle,Mastertronic,0.0,0.01,0.0,0.0,0.02
10927,The Lord of the Rings Online: Mines of Moria,Role-Playing,Codemasters Online,0.0,0.02,0.0,0.0,0.02
10928,The Longest Journey,Adventure,Empire Interactive,0.0,0.01,0.0,0.0,0.02
10929,Bella Sara 2 - The Magic of Drasilmare,Adventure,Big Ben Interactive,0.0,0.02,0.0,0.0,0.02
10930,Kabushiki Baibai Trainer: Kabutore! Next,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10931,Kadenz fermata//Akkord:fortissimo,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
10932,Big Bass Fishing,Action,Take-Two Interactive,0.0,0.0,0.02,0.0,0.02
10933,Saenai Kanojo no Sodatekata: Blessing Flowers,Action,5pb,0.0,0.0,0.02,0.0,0.02
10934,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,Misc,PlayV,0.0,0.02,0.0,0.0,0.02
10935,Hot 'n' Cold,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02
10936,Saint,Shooter,Unknown,0.02,0.0,0.0,0.0,0.02
10937,Board Game: Top Shop,Misc,Success,0.01,0.01,0.0,0.0,0.02
10938,Tantei Opera: Milky Holmes,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02
10939,Eyeshield 21: Portable Edition,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10940,Ship Simulator 2008,Simulation,Lighthouse Interactive,0.0,0.01,0.0,0.0,0.02
10941,Shinkyoku Soukai Polyphonica,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
10942,Bomberman Story DS,Role-Playing,Rising Star Games,0.0,0.0,0.02,0.0,0.02
10943,Kingdom: Ikkitousen no Ken,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10944,Shinseiki Evangelion: Battle Orchestra,Fighting,Broccoli,0.0,0.0,0.02,0.0,0.02
10945,Taito Legends 2,Misc,Empire Interactive,0.01,0.01,0.0,0.0,0.02
10946,Taishou Moebius Line Vitable,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02
10947,Tail of the Sun,Role-Playing,ArtDink,0.01,0.01,0.0,0.0,0.02
10948,Kiss Bell,Adventure,Giga,0.0,0.0,0.02,0.0,0.02
10949,Shinseiki GPX Cyber Formula: Road To The INFINITY 4,Racing,Sunrise Interactive,0.0,0.0,0.02,0.0,0.02
10950,Mechanic Master 2,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.02
10951,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,Adventure,Minato Station,0.0,0.0,0.02,0.0,0.02
10952,TalkMan,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
10953,Tenkai Knights: Brave Battle,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
10954,Kimi ni Todoke: Sodateru Omoi,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.02
10955,Tengen Toppa Gurren-Lagann,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10956,Shaman King: Chou Senjiryokketsu 3,Role-Playing,King Records,0.0,0.0,0.02,0.0,0.02
10957,Shanghai: True Valor,Puzzle,Activision,0.01,0.01,0.0,0.0,0.02
10958,"Sharin no Kuni, Himawari no Shoujo",Adventure,5pb,0.0,0.0,0.02,0.0,0.02
10959,Coded Soul: Uke Keigareshi Idea,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
10960,Tegami Bachi: Kokoro Tsumugu Mono e,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10961,Phoenix Wright: Ace Attorney Trilogy,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02
10962,Tale of a Hero,Adventure,Daedalic,0.0,0.02,0.0,0.01,0.02
10963,Veggy World,Shooter,Jack of All Games,0.02,0.0,0.0,0.0,0.02
10964,Hogs of War,Strategy,Infogrames,0.01,0.01,0.0,0.0,0.02
10965,Diabolik Lovers: Vandead Carnival,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
10966,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,Action,Atari,0.01,0.01,0.0,0.0,0.02
10967,Pony Luv,Simulation,GSP,0.02,0.0,0.0,0.0,0.02
10968,Winning Post 7 Maximum 2008,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
10969,Winning Post 8 2016,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
10970,Wangan Midnight Portable,Racing,Genki,0.0,0.0,0.02,0.0,0.02
10971,Pharaoh,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02
10972,Pro Rally,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.02
10973,Downtown Nekketsu Jidaigek,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02
10974,Guess the Logos,Puzzle,Sega,0.02,0.0,0.0,0.0,0.02
10975,Otome wa Oanesama Boku ni Koi Shiteru Portable,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
10976,I Love Horses: Rider's Paradise,Simulation,Destineer,0.02,0.0,0.0,0.0,0.02
10977,DemiKids: Dark Version,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02
10978,Dragon Tales: Dragon Adventures,Platform,NewKidCo,0.01,0.0,0.0,0.0,0.02
10979,"Warhammer 40,000: Dawn of War: Soulstorm",Strategy,THQ,0.0,0.02,0.0,0.0,0.02
10980,Hakuouki: Yuugi Roku DS,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10981,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Racing,Unknown,0.0,0.0,0.02,0.0,0.02
10982,Tycoon City: New York,Strategy,Atari,0.0,0.02,0.0,0.0,0.02
10983,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,Misc,Sega,0.0,0.0,0.02,0.0,0.02
10984,Guild Wars: Factions,Role-Playing,NCSoft,0.0,0.01,0.0,0.0,0.02
10985,Polar Bowler,Sports,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02
10986,Vampire Mansion: Linda Hyde,Adventure,Unknown,0.0,0.02,0.0,0.0,0.02
10987,Group S Challenge,Racing,Capcom,0.02,0.0,0.0,0.0,0.02
10988,Otona no Renai Shousetsu: Harlequin Selection,Misc,Nintendo,0.0,0.0,0.02,0.0,0.02
10989,World Class Rugby 2: Kokunai Gekitou Hen '93,Sports,Misawa,0.0,0.0,0.02,0.0,0.02
10990,Poyo Poyo Kansatsu Nikki,Action,IE Institute,0.0,0.0,0.02,0.0,0.02
10991,World Championship Poker featuring Howard Lederer: All In,Misc,505 Games,0.02,0.0,0.0,0.0,0.02
10992,Nervous Brickdown,Puzzle,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
10993,Narcissus: Moshimo Ashita ga Runara,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
10994,Dino Dini's Kick Off Revival,Sports,Avanquest,0.0,0.02,0.0,0.0,0.02
10995,Virtual Kasparov,Strategy,Titus,0.01,0.01,0.0,0.0,0.02
10996,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02
10997,Painkiller,Shooter,DreamCatcher Interactive,0.0,0.02,0.0,0.0,0.02
10998,Powerbike,Racing,Majesco Entertainment,0.01,0.0,0.0,0.0,0.02
10999,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,Misc,Alvion,0.0,0.0,0.02,0.0,0.02
11000,Otometeki Koi Kakumei * Love Revo!! DS,Adventure,GungHo,0.0,0.0,0.02,0.0,0.02
11001,Namco Museum Battle Collection (JP sales),Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
11002,AMF Xtreme Bowling,Sports,Mastertronic,0.01,0.01,0.0,0.0,0.02
11003,7 Roses: A Darkness Rises,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02
11004,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
11005,Drone Tactics,Strategy,Success,0.01,0.0,0.0,0.0,0.02
11006,War Leaders: Clash of Nations,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.02
11007,Mystery Tales 2: The Spirit Mask,Puzzle,Unknown,0.0,0.02,0.0,0.0,0.02
11008,Otometeki Koi Kakumei * Love Revo! Portable,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
11009,I Doll U,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
11010,Wild West Shootout,Shooter,Unknown,0.01,0.01,0.0,0.0,0.02
11011,Myth Makers: Super Kart GP,Racing,Popcorn Arcade,0.01,0.0,0.0,0.0,0.02
11012,New Atelier Rorona: Hajimari no Monogatari,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
11013,Prism Ark: Awake,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
11014,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
11015,Namco Museum 50th Anniversary (JP sales),Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
11016,Princess Saver! Eternal Love for My Lady,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02
11017,Homeworld,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02
11018,AIR,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
11019,Haneru no Tobira Wii: Girigirissu,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
11020,Hands On! Tangrams,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02
11021,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
11022,Yoake Yori Ruriiro na Portable,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
11023,Aquanaut's Holiday,Adventure,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02
11024,Winter Blast: 9 Snow & Ice Games,Sports,Destineer,0.02,0.0,0.0,0.0,0.02
